"name","averageRating","numVotes","V1","director","score","year","foreign"
"Lullaby",8.1,17,"394","Andrew Levitas",4,2014,FALSE
"Lullaby",6.2,2230,"394","Andrew Levitas",4,2014,FALSE
"Lullaby",6.8,709,"394","Andrew Levitas",4,2014,FALSE
"Lullaby",4.8,172,"394","Andrew Levitas",4,2014,FALSE
"Lullaby",6.9,7,"394","Andrew Levitas",4,2014,FALSE
"Lullaby",5.9,57,"394","Andrew Levitas",4,2014,FALSE
"Lulu on the Bridge",6.3,3634,"5121","Paul Auster",6.9,1998,FALSE
"Luminous Motion",5.8,211,"758","Bette Gordon",5.5,2000,FALSE
"Lunacy",7.7,248,"2840","Jan Svankmajer",7,2006,FALSE
"Lunacy",7.3,3076,"2840","Jan Svankmajer",7,2006,FALSE
"Lunacy",7.8,18,"2840","Jan Svankmajer",7,2006,FALSE
"Luv",5.4,410,"6211","Sheldon Candis",6.6,2012,FALSE
"Luv",7.9,9,"6211","Sheldon Candis",6.6,2012,FALSE
"Macbeth",6.3,132,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.3,132,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.5,241,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.5,241,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.1,29,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.1,29,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7,5,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7,5,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6,5,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6,5,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",5,203,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",5,203,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.7,24,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.7,24,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",8,75,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",8,75,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",5.7,30,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",5.7,30,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.7,21,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.7,21,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",5.7,7,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",5.7,7,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.5,11,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.5,11,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.3,9,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.3,9,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",3.5,100,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",3.5,100,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",5.3,10,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",5.3,10,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.3,55,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.3,55,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.2,13,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.2,13,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.6,46326,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.6,46326,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.3,23,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.3,23,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7,9,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7,9,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.6,5340,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.6,5340,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.2,5,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.2,5,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.6,860,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.6,860,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",8.7,36,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",8.7,36,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.5,10893,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.5,10893,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.4,925,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.4,925,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.3,14,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.3,14,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.4,37,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.4,37,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.8,10,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.8,10,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",3.6,8,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",3.6,8,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.3,63,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.3,63,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.3,125,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.3,125,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.8,269,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.8,269,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",5.6,13,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",5.6,13,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",5.9,26,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",5.9,26,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.5,80,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.5,80,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",8.2,6,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",8.2,6,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",2.9,7,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",2.9,7,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.3,16,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.3,16,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",1,8,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",1,8,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",4.8,2004,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",4.8,2004,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",7.6,690,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",7.6,690,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.6,63,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.6,63,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",8.2,202,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",8.2,202,"3650","Justin Kurzel",6,2015,FALSE
"Macbeth",6.7,15,"2279","Geoffrey Wright",6,2007,FALSE
"Macbeth",6.7,15,"3650","Justin Kurzel",6,2015,FALSE
"Machete",6.8,17,"5764","Robert Rodriguez",6,2010,FALSE
"Machete",6.6,176935,"5764","Robert Rodriguez",6,2010,FALSE
"Machete",6.6,8,"5764","Robert Rodriguez",6,2010,FALSE
"Machete",6.9,639,"5764","Robert Rodriguez",6,2010,FALSE
"Machete",5,52,"5764","Robert Rodriguez",6,2010,FALSE
"Machete Kills",5.6,66535,"5765","Robert Rodriguez",4,2013,FALSE
"Machine Gun Preacher",6.8,58038,"4215","Marc Forster",5.5,2011,FALSE
"Machuca",7.8,9866,"338","Andre Wood",5,2004,FALSE
"Mad Cowgirl",5.9,1232,"2407","Gregory Hatanaka",6,2006,FALSE
"Mad Detective",7.2,6091,"3381","Johnnie To",7.6,2007,FALSE
"Mad Love",7.2,16,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",7.5,1061,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",8,481,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",6.9,14,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",6.3,1144,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",5.2,5,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",5.3,5670,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",6.3,668,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",6.9,100,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",7.4,3610,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",6.7,4006,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",6.7,3366,"6895","Vicente Aranda",6,2002,FALSE
"Mad Love",6.9,175,"6895","Vicente Aranda",6,2002,FALSE
"Mad Money",5.8,18386,"988","Callie Khouri",4,2008,FALSE
"Mad Money",5.6,181,"988","Callie Khouri",4,2008,FALSE
"Madagascar",7.5,61,"1974","Eric Darnell and Tom McGrath",4.5,2005,FALSE
"Madagascar",7.1,8,"1974","Eric Darnell and Tom McGrath",4.5,2005,FALSE
"Madagascar",6.4,183,"1974","Eric Darnell and Tom McGrath",4.5,2005,FALSE
"Madagascar",6.9,307310,"1974","Eric Darnell and Tom McGrath",4.5,2005,FALSE
"Madagascar",8.5,1660,"1974","Eric Darnell and Tom McGrath",4.5,2005,FALSE
"Madame Bovary",6.9,214,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",6.6,305,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",5.3,10,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",6.6,747,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",5.7,6098,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",7.1,21,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",5.3,146,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",7,20,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",7.1,2063,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",8.5,23,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",6.7,3147,"6279","Sophie Barthes",6,2015,FALSE
"Madame Bovary",7.9,66,"6279","Sophie Barthes",6,2015,FALSE
"Made",8.1,13,"3407","Jon Favreau",6.5,2001,FALSE
"Made",6,713,"3407","Jon Favreau",6.5,2001,FALSE
"Made",7,73,"3407","Jon Favreau",6.5,2001,FALSE
"Made",6.4,15820,"3407","Jon Favreau",6.5,2001,FALSE
"Made in Dagenham",7.2,12430,"4920","Nigel Cole",6.8,2010,FALSE
"Made of Honor",5.9,60268,"5190","Paul Weiland",5.5,2008,FALSE
"Made of Honor",5.9,8,"5190","Paul Weiland",5.5,2008,FALSE
"Madeline's Madeline",7,133,"3539","Josephine Decker",7,2018,FALSE
"Mademoiselle Chambon",6.9,2336,"6329","Stephane Brize",7,2009,FALSE
"Madison",6.5,1109,"7005","William Bindley",5,2005,FALSE
"Madison",6.7,22,"7005","William Bindley",5,2005,FALSE
"Madison",6.8,113,"7005","William Bindley",5,2005,FALSE
"Maelstrom",7.2,16,"1752","Denis Villeneuve",6,2002,FALSE
"Maelstrom",7.1,3994,"1752","Denis Villeneuve",6,2002,FALSE
"Maelstrom",8,334,"1752","Denis Villeneuve",6,2002,FALSE
"Maelstrom",7.2,15,"1752","Denis Villeneuve",6,2002,FALSE
"Maelstrom",3.8,93,"1752","Denis Villeneuve",6,2002,FALSE
"Maelstrom",8.7,18,"1752","Denis Villeneuve",6,2002,FALSE
"Maelstrom",6.9,3062,"1752","Denis Villeneuve",6,2002,FALSE
"Mafia",6.3,111,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",6.1,101,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",5,49,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",4.1,488,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",5.5,13457,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",6.2,1102,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",7.5,269,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",9.3,4179,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",4.6,2398,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",7.4,4814,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",7.1,854,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",8.3,6,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",6,647,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",5.6,22,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",6.2,56,"3067","Jim Abrahams",5.2,1998,FALSE
"Mafia",7.5,67,"3067","Jim Abrahams",5.2,1998,FALSE
"Maggie",6.9,16,"2540","Henry Hobson",4,2015,FALSE
"Maggie",7.3,7,"2540","Henry Hobson",4,2015,FALSE
"Maggie",7.9,15,"2540","Henry Hobson",4,2015,FALSE
"Maggie",5.9,14,"2540","Henry Hobson",4,2015,FALSE
"Maggie",7.9,30,"2540","Henry Hobson",4,2015,FALSE
"Maggie",5.6,36851,"2540","Henry Hobson",4,2015,FALSE
"Maggie",7.9,9,"2540","Henry Hobson",4,2015,FALSE
"Maggie",7,956,"2540","Henry Hobson",4,2015,FALSE
"Maggie",7.6,11,"2540","Henry Hobson",4,2015,FALSE
"Maggie's Plan",6.2,12502,"5537","Rebecca Miller",7,2015,FALSE
"Magic in the Moonlight",6.6,56001,"7051","Woody Allen",4.5,2014,FALSE
"Magic Mike",6.1,119107,"6437","Steven Soderbergh",6.8,2012,FALSE
"Magnolia",8,260868,"5180","Paul Thomas Anderson",6.9,1999,FALSE
"Magnolia",7.8,34,"5180","Paul Thomas Anderson",6.9,1999,FALSE
"Magnolia",8.9,9,"5180","Paul Thomas Anderson",6.9,1999,FALSE
"Magnolia",7,3923,"5180","Paul Thomas Anderson",6.9,1999,FALSE
"Magnolia",7.6,2397,"5180","Paul Thomas Anderson",6.9,1999,FALSE
"Maid in Manhattan",5.1,75171,"6963","Wayne Wang",4.5,2002,FALSE
"Maid in Manhattan",6.8,44,"6963","Wayne Wang",4.5,2002,FALSE
"Mail Order Bride",6.5,6,"5721","Robert Capelli",4,2003,FALSE
"Mail Order Bride",6.1,401,"5721","Robert Capelli",4,2003,FALSE
"Mail Order Bride",7.9,116,"5721","Robert Capelli",4,2003,FALSE
"Mail Order Bride",4.2,285,"5721","Robert Capelli",4,2003,FALSE
"Mail Order Bride",6.7,10,"5721","Robert Capelli",4,2003,FALSE
"Mail Order Bride",8,6,"5721","Robert Capelli",4,2003,FALSE
"Mail Order Bride",5.6,380,"5721","Robert Capelli",4,2003,FALSE
"Mail Order Bride",6.2,1179,"5721","Robert Capelli",4,2003,FALSE
"Make a Wish",6,97,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",6.3,193,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",8.9,46,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",3.6,171,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",8.5,6,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",7.5,54,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",6.8,52,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",7,62,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",8.1,10,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",6.8,5,"6189","Sharon Ferranti",5,2004,FALSE
"Make a Wish",5.4,1209,"6189","Sharon Ferranti",5,2004,FALSE
"Make Your Move",5.7,2808,"1869","Duane Adler",6,2014,FALSE
"Making Plans for Lena",6.1,745,"1226","Christophe Honore",7,2009,FALSE
"Maleficent",7,287232,"5782","Robert Stromberg",6.4,2014,FALSE
"Maleficent",6.5,6,"5782","Robert Stromberg",6.4,2014,FALSE
"Malena",6.4,24,"2356","Giuseppe Tornatore",5.5,2000,FALSE
"Malena",6.5,6,"2356","Giuseppe Tornatore",5.5,2000,FALSE
"Malena",7.5,74984,"2356","Giuseppe Tornatore",5.5,2000,FALSE
"Malevolence",5.1,2573,"6384","Stevan Mena",6,2004,FALSE
"Malevolence",6.4,12,"6384","Stevan Mena",6,2004,FALSE
"Malevolence",8.9,7,"6384","Stevan Mena",6,2004,FALSE
"Malevolence",4.6,78,"6384","Stevan Mena",6,2004,FALSE
"Malevolence",5.9,31,"6384","Stevan Mena",6,2004,FALSE
"Malibu's Most Wanted",5.1,17085,"3372","John Whitesell",5,2003,FALSE
"Mama",8.9,7,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.1,44,"432","Andy Muschietti",7,2013,FALSE
"Mama",6.4,222,"432","Andy Muschietti",7,2013,FALSE
"Mama",6.2,152241,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.2,93,"432","Andy Muschietti",7,2013,FALSE
"Mama",6.9,24,"432","Andy Muschietti",7,2013,FALSE
"Mama",5.9,7,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.4,504,"432","Andy Muschietti",7,2013,FALSE
"Mama",6.4,2974,"432","Andy Muschietti",7,2013,FALSE
"Mama",8.3,104,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.7,2048,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.7,22,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.8,34111,"432","Andy Muschietti",7,2013,FALSE
"Mama",5.3,23,"432","Andy Muschietti",7,2013,FALSE
"Mama",8.1,9,"432","Andy Muschietti",7,2013,FALSE
"Mama",6.9,15,"432","Andy Muschietti",7,2013,FALSE
"Mama",8,31,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.2,20927,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.8,105,"432","Andy Muschietti",7,2013,FALSE
"Mama",8,5,"432","Andy Muschietti",7,2013,FALSE
"Mama",8.1,8,"432","Andy Muschietti",7,2013,FALSE
"Mama",4.5,6,"432","Andy Muschietti",7,2013,FALSE
"Mama",6.7,361,"432","Andy Muschietti",7,2013,FALSE
"Mama",7,21,"432","Andy Muschietti",7,2013,FALSE
"Mama",8.1,39005,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.2,13,"432","Andy Muschietti",7,2013,FALSE
"Mama",7.9,1041,"432","Andy Muschietti",7,2013,FALSE
"Mama",6.6,23,"432","Andy Muschietti",7,2013,FALSE
"Mama",7,43,"432","Andy Muschietti",7,2013,FALSE
"Mama",6.7,27,"432","Andy Muschietti",7,2013,FALSE
"Mambo Italiano",6.7,5918,"1946","Emile Gaudreault",4,2003,FALSE
"Mamma Mia",7.7,34,"5400","Phyllida Lloyd",5,2008,FALSE
"Mammoth",5.4,24,"4130","Lukas Moodysson",6.5,2009,FALSE
"Mammoth",6.9,8992,"4130","Lukas Moodysson",6.5,2009,FALSE
"Mammoth",3.7,2077,"4130","Lukas Moodysson",6.5,2009,FALSE
"Man from Reno",6.8,1566,"1540","Dave Boyle",6.7,2015,FALSE
"Man of Steel",6.7,115,"7143","Zack Snyder",4.4,2013,FALSE
"Man of Steel",6.4,14,"7143","Zack Snyder",4.4,2013,FALSE
"Man of Steel",7.1,615113,"7143","Zack Snyder",4.4,2013,FALSE
"Man of Tai Chi",6.1,31313,"3715","Keanu Reeves",4.5,2013,FALSE
"Man of the Century",7,1135,"44","Adam Abraham",6.6,1999,FALSE
"Man on a Ledge",6.6,133977,"575","Asger Leth",5,2012,FALSE
"Man on a Ledge",3.6,5,"575","Asger Leth",5,2012,FALSE
"Man on Fire",7.8,9,"6813","Tony Scott",6.5,2004,FALSE
"Man on Fire",8.1,749,"6813","Tony Scott",6.5,2004,FALSE
"Man on Fire",7.7,293326,"6813","Tony Scott",6.5,2004,FALSE
"Man on Fire",6.5,270,"6813","Tony Scott",6.5,2004,FALSE
"Man on Fire",6.4,33,"6813","Tony Scott",6.5,2004,FALSE
"Man on Fire",7.8,160,"6813","Tony Scott",6.5,2004,FALSE
"Man on Fire",7.2,12,"6813","Tony Scott",6.5,2004,FALSE
"Man on Fire",6,1441,"6813","Tony Scott",6.5,2004,FALSE
"Man Push Cart",7.1,2798,"5494","Ramin Bahrani",7.1,2005,FALSE
"Management",5.9,15839,"6335","Stephen Belber",5,2009,FALSE
"Management",8.3,14,"6335","Stephen Belber",5,2009,FALSE
"Manchester by the Sea",7.8,188875,"3758","Kenneth Lonergan",7.2,2016,FALSE
"Manderlay",7.4,20218,"3897","Lars von Trier",6.5,2006,FALSE
"Mandy",4.1,23,"5054","Panos Cosmatos",7,2018,FALSE
"Mandy",6.1,10,"5054","Panos Cosmatos",7,2018,FALSE
"Mandy",7.8,421,"5054","Panos Cosmatos",7,2018,FALSE
"Mandy",7,5,"5054","Panos Cosmatos",7,2018,FALSE
"Mandy",7.5,519,"5054","Panos Cosmatos",7,2018,FALSE
"Manglehorn",5.6,6182,"1601","David Gordon Green",6,2015,FALSE
"Mango Yellow",6.7,1660,"1301","Claudio Assis",6.5,2002,FALSE
"Maniac",7,454,"2120","Franck Khalfoun",5,2013,FALSE
"Maniac",3.5,1779,"2120","Franck Khalfoun",5,2013,FALSE
"Maniac",6.5,11515,"2120","Franck Khalfoun",5,2013,FALSE
"Maniac",6.1,30821,"2120","Franck Khalfoun",5,2013,FALSE
"Maniac",5.8,640,"2120","Franck Khalfoun",5,2013,FALSE
"Maniac",7,828,"2120","Franck Khalfoun",5,2013,FALSE
"Maniac",6.1,166,"2120","Franck Khalfoun",5,2013,FALSE
"Maniac",7.3,47,"2120","Franck Khalfoun",5,2013,FALSE
"Maniac",7,157,"2120","Franck Khalfoun",5,2013,FALSE
"Manic",8.5,22,"3497","Jordan Melamed",6,2003,FALSE
"Manic",8.1,235,"3497","Jordan Melamed",6,2003,FALSE
"Manic",7.4,8756,"3497","Jordan Melamed",6,2003,FALSE
"Manic",8.9,13,"3497","Jordan Melamed",6,2003,FALSE
"Manic",7.9,22,"3497","Jordan Melamed",6,2003,FALSE
"Manic",7,7,"3497","Jordan Melamed",6,2003,FALSE
"Manifesto",3.6,5,"3613","Julian Rosefeldt",6.8,2017,FALSE
"Manifesto",6.4,318,"3613","Julian Rosefeldt",6.8,2017,FALSE
"Manifesto",6.3,9,"3613","Julian Rosefeldt",6.8,2017,FALSE
"Manifesto",9.2,6,"3613","Julian Rosefeldt",6.8,2017,FALSE
"Manifesto",6.7,3682,"3613","Julian Rosefeldt",6.8,2017,FALSE
"Manifesto",4.9,71,"3613","Julian Rosefeldt",6.8,2017,FALSE
"Manifesto",6.3,118,"3613","Julian Rosefeldt",6.8,2017,FALSE
"Manifesto",8.5,13,"3613","Julian Rosefeldt",6.8,2017,FALSE
"Manito",6.9,509,"1978","Eric Eason",6,2003,FALSE
"Mansfield Park",6.3,5846,"5098","Patricia Rozema",5.4,1999,FALSE
"Mansfield Park",7.1,18855,"5098","Patricia Rozema",5.4,1999,FALSE
"Mansfield Park",6.8,797,"5098","Patricia Rozema",5.4,1999,FALSE
"Manuscripts Don't Burn",7.2,638,"4760","Mohammad Rasoulof",7,2013,FALSE
"Mao's Last Dancer",7.3,6700,"930","Bruce Beresford",5,2010,FALSE
"Maps to the Stars",6.2,32949,"1568","David Cronenberg",6,2015,FALSE
"Mar Adentro",8,70432,"172","Alejandro Amenabar",6.6,2004,FALSE
"Marebito",6.1,4336,"6534","Takashi Shimizu",6.5,2005,FALSE
"Marfa Girl",5.3,1040,"3891","Larry Clark",6.1,2015,FALSE
"Margaret",8.9,7,"3759","Kenneth Lonergan",5,2011,FALSE
"Margaret",8.6,11,"3759","Kenneth Lonergan",5,2011,FALSE
"Margaret",7.2,347,"3759","Kenneth Lonergan",5,2011,FALSE
"Margaret",7.2,169,"3759","Kenneth Lonergan",5,2011,FALSE
"Margaret",6.5,14206,"3759","Kenneth Lonergan",5,2011,FALSE
"Margaret",6.4,293,"3759","Kenneth Lonergan",5,2011,FALSE
"Margarita Happy Hour",5.9,152,"2626","Ilya Chaiken",6.5,2002,FALSE
"Margot at the Wedding",6.1,17817,"4954","Noah Baumbach",7,2007,FALSE
"Maria Full of Grace",7.5,32100,"3566","Joshua Marston",7,2004,FALSE
"Marie's Story",7.5,1332,"2949","Jean-Pierre Ameris",6,2015,FALSE
"Marie Curie",8.3,26,"4269","Marie Noelle",6.6,2017,FALSE
"Marie Curie",5.6,640,"4269","Marie Noelle",6.6,2017,FALSE
"Marie Curie",7.7,41,"4269","Marie Noelle",6.6,2017,FALSE
"Marie Curie",7.2,12,"4269","Marie Noelle",6.6,2017,FALSE
"Marie Curie",6.4,7,"4269","Marie Noelle",6.6,2017,FALSE
"Marie Curie",6.9,18,"4269","Marie Noelle",6.6,2017,FALSE
"Marion Bridge",6.9,1196,"6991","Wiebke von Carolsfeld",6.5,2003,FALSE
"Marjorie Prime",6.4,3508,"4493","Michael Almereyda",6.8,2017,FALSE
"Marley and Me",7.1,130155,"1592","David Frankel",4,2008,FALSE
"Married Life",7.7,13,"2640","Ira Sachs",6.5,2008,FALSE
"Married Life",6.3,8502,"2640","Ira Sachs",6.5,2008,FALSE
"Mars",5.7,51007,"2273","Geoff Marslett",6.5,2010,FALSE
"Mars",5.4,8,"2273","Geoff Marslett",6.5,2010,FALSE
"Mars",7.3,50,"2273","Geoff Marslett",6.5,2010,FALSE
"Mars",6.4,245,"2273","Geoff Marslett",6.5,2010,FALSE
"Mars",5.9,339,"2273","Geoff Marslett",6.5,2010,FALSE
"Mars",7.1,79,"2273","Geoff Marslett",6.5,2010,FALSE
"Mars",3.7,385,"2273","Geoff Marslett",6.5,2010,FALSE
"Mars",7.5,7554,"2273","Geoff Marslett",6.5,2010,FALSE
"Mars at Sunrise",7.9,21,"3045","Jessica Habie",7,2014,FALSE
"Mars Needs Moms",5.4,19128,"6251","Simon Wells",4,2011,FALSE
"Marshall",7.2,9822,"5543","Reginald Hudlin",6.5,2017,FALSE
"Marshall",6.6,12,"5543","Reginald Hudlin",6.5,2017,FALSE
"Martha Marcy May Marlene",6.9,44186,"6117","Sean Durkin",7,2011,FALSE
"Martian Child",6.8,18750,"4483","Menno Meyjes",4.5,2007,FALSE
"Marvin Seth and Stanley",6.4,34,"6365","Stephen Gurewitz",5,2014,FALSE
"Marwencol",7.6,2682,"2984","Jeff Malmberg",6,2010,FALSE
"Mary & Max",8.1,142403,"50","Adam Elliot",7.1,2009,FALSE
"Mary Shelley",7.3,68,"2474","Haifaa al-Mansour",6.8,2018,FALSE
"Mary Shelley",6.1,1076,"2474","Haifaa al-Mansour",6.8,2018,FALSE
"Mary Shelley",4.6,9,"2474","Haifaa al-Mansour",6.8,2018,FALSE
"Maryam",5.8,18,"5496","Ramin Serry",6,2002,FALSE
"Maryam",6.9,262,"5496","Ramin Serry",6,2002,FALSE
"Maryam",7.9,10,"5496","Ramin Serry",6,2002,FALSE
"Maryam",5,5,"5496","Ramin Serry",6,2002,FALSE
"Master Builder",7.9,431,"3439","Jonathan Demme",6,2014,FALSE
"Masterminds",5.8,39651,"2864","Jared Hess",5.8,2016,FALSE
"Masterminds",5.2,25,"2864","Jared Hess",5.8,2016,FALSE
"Masterminds",5.2,3112,"2864","Jared Hess",5.8,2016,FALSE
"Masterminds",8.2,162,"2864","Jared Hess",5.8,2016,FALSE
"Match",2.9,18,"6336","Stephen Belber",5.8,2015,FALSE
