"name","averageRating","numVotes","V1","director","score","year","foreign"
"'R Xmas",5.8,1145,"32","Abel Ferrara",6,2002,FALSE
"$9.99",6.8,2928,"6567","Tatia Rosenthal",7.2,2008,FALSE
"$9.99",7.3,18,"6567","Tatia Rosenthal",7.2,2008,FALSE
"(500) Days of Summer",7.7,422048,"4230","Marc Webb",7,2009,FALSE
"(Untitled)",6.3,1977,"3484","Jonathan Parker",7,2009,FALSE
"+1",5.5,7038,"1770","Dennis Iliadis",6.8,2013,FALSE
"10",6.7,43,"184","Aleksandr Sokurov",6.9,2001,TRUE
"10",7.4,5,"184","Aleksandr Sokurov",6.9,2001,TRUE
"10",7.5,5944,"184","Aleksandr Sokurov",6.9,2001,TRUE
"10",6.9,9,"184","Aleksandr Sokurov",6.9,2001,TRUE
"10",6,13424,"184","Aleksandr Sokurov",6.9,2001,TRUE
"10",3.4,9,"184","Aleksandr Sokurov",6.9,2001,TRUE
"10 Cloverfield Lane",7.2,237529,"1437","Dan Trachtenberg",7,2016,FALSE
"10 Items or Less",6.7,13510,"848","Brad Silberling",6,2006,FALSE
"10 Items or Less",6.8,1201,"848","Brad Silberling",6,2006,FALSE
"10 Rules for Sleeping Around",3.7,2514,"4011","Leslie Greif",4,2014,FALSE
"10 Years",6.1,21469,"2827","Jamie Linden",5,2012,FALSE
"102 Dalmatians",4.9,29856,"3779","Kevin Lima",4,2000,FALSE
"11 Flowers",7.1,516,"6949","Wang Xiaoshuai",7,2011,FALSE
"11 minutes",5.7,1316,"3033","Jerzy Skolimowski",7,2015,FALSE
"11:55",4.8,382,"553","Ari Issler & Ben Snyder",6,2017,FALSE
"12 and Holding",7.6,6379,"4524","Michael Cuesta",7,2006,FALSE
"12 Strong",6.6,28214,"4892","Nicolai Fuglsig",5.9,2018,FALSE
"12 Years a Slave",8.1,538298,"6403","Steve McQueen",7,2013,FALSE
"12:08 East of Bucharest",7.4,6283,"1343","Corneliu Porumboiu",6.8,2006,FALSE
"127 Hours",7.6,309615,"1498","Danny Boyle",6.8,2010,FALSE
"13 Assassins",7.6,56160,"6523","Takashi Miike",6,2011,FALSE
"13 Assassins",7.6,626,"6523","Takashi Miike",6,2011,FALSE
"13 Cameras",5.1,2748,"6902","Victor Zarcoff",6,2016,FALSE
"13 Ghosts",5.6,71031,"6385","Steve Beck",4,2001,FALSE
"13 Ghosts",6.1,4209,"6385","Steve Beck",4,2001,FALSE
"13 Hours",7.3,93091,"4503","Michael Bay",5.7,2016,FALSE
"13 Hours",7.4,110,"4503","Michael Bay",5.7,2016,FALSE
"13 Sins",6.3,27652,"1483","Daniel Stamm",5,2014,FALSE
"13 Tzameti",7.4,15719,"2269","Gela Babluani",7.1,2005,FALSE
"14 Blades",6.4,6758,"1468","Daniel Lee",6,2014,FALSE
"1408",6.8,232754,"4669","Mikael Hafstrom",6,2007,FALSE
"15 Minutes",6.1,45245,"3269","John Herzfeld",6.9,2001,FALSE
"15 Minutes",6.2,26,"3269","John Herzfeld",6.9,2001,FALSE
"15 Minutes",7,11,"3269","John Herzfeld",6.9,2001,FALSE
"15 Minutes",7.4,5,"3269","John Herzfeld",6.9,2001,FALSE
"15 Minutes",4.5,29,"3269","John Herzfeld",6.9,2001,FALSE
"16 Blocks",6.6,118819,"5572","Richard Donner",6,2006,FALSE
"17 Again",6.4,405,"977","Burr Steers",6,2009,FALSE
"17 Again",6.4,159773,"977","Burr Steers",6,2009,FALSE
"17 Girls",6,2873,"1742","Delphine and Muriel Coulin",5,2012,FALSE
"1915",7.3,101,"2209","Garin Hovannisian and Alec Mouhibian",5,2015,FALSE
"1915",4.8,4388,"2209","Garin Hovannisian and Alec Mouhibian",5,2015,FALSE
"2 Days in Paris",6.8,28443,"3624","Julie Delpy",7,2007,FALSE
"2 Fast 2 Furious",5.9,218879,"3344","John Singleton",6,2003,FALSE
"2 Guns",6.7,173826,"629","Baltasar Kormakur",5,2013,FALSE
"2 States",6.9,20618,"41","Abhishek Varman: Abhishek Varman",6.2,2014,FALSE
"20 Once Again",6.7,873,"4016","Leste Chen",5.2,2015,FALSE
"2012",5.6,21,"5855","Roland Emmerich",6.8,2009,FALSE
"2012",5.2,174,"5855","Roland Emmerich",6.8,2009,FALSE
"2012",5.8,313575,"5855","Roland Emmerich",6.8,2009,FALSE
"2012",7.6,8,"5855","Roland Emmerich",6.8,2009,FALSE
"2012",5.5,35,"5855","Roland Emmerich",6.8,2009,FALSE
"2046",7.5,45245,"7041","Wong Kar-wai",7.3,2004,FALSE
"20th Century Women",7.4,27050,"4706","Mike Mills",7,2016,FALSE
"21",7.8,21,"5748","Robert Luketic",4,2008,FALSE
"21",7.3,46,"5748","Robert Luketic",4,2008,FALSE
"21",8.4,1380,"5748","Robert Luketic",4,2008,FALSE
"21",7,7,"5748","Robert Luketic",4,2008,FALSE
"21",7.1,30,"5748","Robert Luketic",4,2008,FALSE
"21",7.6,7,"5748","Robert Luketic",4,2008,FALSE
"21",6.8,206667,"5748","Robert Luketic",4,2008,FALSE
"21",5.3,435,"5748","Robert Luketic",4,2008,FALSE
"21 Grams",7.7,205571,"173","Alejandro Gonzales Inarritu",7.8,2003,FALSE
"21 Jump Street",7.3,9453,"5354","Phil Lord and Christopher Miller",6.2,2012,FALSE
"21 Jump Street",7.2,456332,"5354","Phil Lord and Christopher Miller",6.2,2012,FALSE
"22 Jump Street",7,301730,"5355","Phil Lord and Christopher Miller",5.5,2014,FALSE
"23 Blast",6.4,1466,"1879","Dylan Baker",4,2014,FALSE
"24 City",7.1,1340,"3057","Jia Zhang-ke",6.1,2009,FALSE
"24 Days",6.1,528,"242","Alexandre Arcady",5,2015,FALSE
"24 Frames",7.1,298,"15","Abbas Kiarostami",7,2017,FALSE
"25th Hour",7.7,158922,"6291","Spike Lee",6.8,2002,FALSE
"25th Hour",9.4,2664,"6291","Spike Lee",6.8,2002,FALSE
"27 Dresses",6.1,137787,"480","Anne Fletcher",4.5,2008,FALSE
"28 Days",6,38356,"759","Betty Thomas",5.7,2000,FALSE
"28 Days Later",7.6,330956,"1499","Danny Boyle",6.5,2003,FALSE
"28 Days Later",8.1,8,"1499","Danny Boyle",6.5,2003,FALSE
"28 Hotel Rooms",5.8,2635,"4414","Matt Ross",6.7,2012,FALSE
"28 Weeks Later",7,232530,"3583","Juan Carlos Fresnadillo",6.2,2007,FALSE
"3",5,1371,"6771","Tom Tykwer",6,2011,FALSE
"3",5,1371,"7107","Yongman Kim",6,2006,TRUE
"3",3.8,48,"6771","Tom Tykwer",6,2011,FALSE
"3",3.8,48,"7107","Yongman Kim",6,2006,TRUE
"3",6.8,16,"6771","Tom Tykwer",6,2011,FALSE
"3",6.8,16,"7107","Yongman Kim",6,2006,TRUE
"3",6.2,433613,"6771","Tom Tykwer",6,2011,FALSE
"3",6.2,433613,"7107","Yongman Kim",6,2006,TRUE
"3",5,339,"6771","Tom Tykwer",6,2011,FALSE
"3",5,339,"7107","Yongman Kim",6,2006,TRUE
"3",7.2,3137,"6771","Tom Tykwer",6,2011,FALSE
"3",7.2,3137,"7107","Yongman Kim",6,2006,TRUE
"3",8.3,637660,"6771","Tom Tykwer",6,2011,FALSE
"3",8.3,637660,"7107","Yongman Kim",6,2006,TRUE
"3",5,8148,"6771","Tom Tykwer",6,2011,FALSE
"3",5,8148,"7107","Yongman Kim",6,2006,TRUE
"3",6.9,1456,"6771","Tom Tykwer",6,2011,FALSE
"3",6.9,1456,"7107","Yongman Kim",6,2006,TRUE
"3",6.6,2866,"6771","Tom Tykwer",6,2011,FALSE
"3",6.6,2866,"7107","Yongman Kim",6,2006,TRUE
"3",4,23,"6771","Tom Tykwer",6,2011,FALSE
"3",4,23,"7107","Yongman Kim",6,2006,TRUE
"3",6.8,4584,"6771","Tom Tykwer",6,2011,FALSE
"3",6.8,4584,"7107","Yongman Kim",6,2006,TRUE
"3",3.3,17,"6771","Tom Tykwer",6,2011,FALSE
"3",3.3,17,"7107","Yongman Kim",6,2006,TRUE
"3",6.1,101,"6771","Tom Tykwer",6,2011,FALSE
"3",6.1,101,"7107","Yongman Kim",6,2006,TRUE
"3",5.4,5,"6771","Tom Tykwer",6,2011,FALSE
"3",5.4,5,"7107","Yongman Kim",6,2006,TRUE
"3",5.1,8,"6771","Tom Tykwer",6,2011,FALSE
"3",5.1,8,"7107","Yongman Kim",6,2006,TRUE
"3 Backyards",5.1,596,"1983","Eric Mendelsohn",7,2010,FALSE
"3 Days to Kill",6.2,77824,"4466","McG",4.5,2014,FALSE
"3 Generations",5.7,3979,"2199","Gaby Dellal",6.6,2017,FALSE
"3 Strikes",4.5,2702,"1803","DJ Pooh",4.2,2000,FALSE
"3:10 to Yuma",7.6,15855,"2774","James Mangold",5,2007,FALSE
"3:10 to Yuma",7.7,259465,"2774","James Mangold",5,2007,FALSE
"30 Beats",4.1,833,"250","Alexis Lloyd",5,2012,FALSE
"30 Days",5.4,9,"6","Aaron Harnick",4.5,2000,FALSE
"30 Days",4.3,126,"6","Aaron Harnick",4.5,2000,FALSE
"30 Days",8,1847,"6","Aaron Harnick",4.5,2000,FALSE
"30 Days",5.2,70,"6","Aaron Harnick",4.5,2000,FALSE
"30 Days",5.1,11,"6","Aaron Harnick",4.5,2000,FALSE
"30 Days",9.2,6,"6","Aaron Harnick",4.5,2000,FALSE
"30 Days",8.4,290,"6","Aaron Harnick",4.5,2000,FALSE
"30 Days of Night",6.6,150789,"1682","David Slade",5,2007,FALSE
"30 Minutes or Less",6.1,84468,"5922","Ruben Fleischer",4.5,2011,FALSE
"300",7.7,666115,"7141","Zack Snyder",6,2007,FALSE
"300",3.1,25,"7141","Zack Snyder",6,2007,FALSE
"33 Postcards",6.2,888,"5201","Pauline Chan",6.5,2013,FALSE
"360",6.2,14563,"2075","Fernando Meirelles",5,2012,FALSE
"4",8.1,61,"2627","Ilya Khrzhanovsky",7,2006,FALSE
"4",7.4,14,"2627","Ilya Khrzhanovsky",7,2006,FALSE
"4",5.2,8,"2627","Ilya Khrzhanovsky",7,2006,FALSE
"4",6.7,1829,"2627","Ilya Khrzhanovsky",7,2006,FALSE
"4",6.7,638,"2627","Ilya Khrzhanovsky",7,2006,FALSE
"4",7.3,7,"2627","Ilya Khrzhanovsky",7,2006,FALSE
"4 Days in France",6.1,277,"3029","Jerome Reybaud",6.9,2017,FALSE
"4 Minute Mile",6.3,2323,"1088","Charles-Olivier Michaud",4.5,2014,FALSE
"4 Months, 3 Weeks and 2 Days",7.9,49922,"1385","Cristian Mungiu",7,2007,FALSE
"4:44 Last Day on Earth",4.5,4455,"33","Abel Ferrara",7,2011,FALSE
"42",7.5,3846,"898","Brian Helgeland",5,2013,FALSE
"42",9.4,9,"898","Brian Helgeland",5,2013,FALSE
"42",7.6,66,"898","Brian Helgeland",5,2013,FALSE
"42",7.5,74153,"898","Brian Helgeland",5,2013,FALSE
"42 Up",8.3,2015,"4500","MIchael Apted",5.8,1999,FALSE
"44 Inch Chest",5.8,6174,"4185","Malcolm Venville",4.9,2010,FALSE
"45 Years",7.1,25909,"387","Andrew Haigh",6.9,2015,FALSE
"47 Meters Down",5.7,31400,"3207","Johannes Roberts",4.6,2017,FALSE
"47 Ronin",6.6,382,"1005","Carl Rinsch",4.8,2013,FALSE
"47 Ronin",7.8,1699,"1005","Carl Rinsch",4.8,2013,FALSE
"47 Ronin",6.3,129686,"1005","Carl Rinsch",4.8,2013,FALSE
"5 Days of War",5.6,12800,"5549","Renny Harlin",5,2011,FALSE
"5 Flights Up",6.2,6965,"5613","Richard Loncraine",6,2015,FALSE
"5 to 7",7.1,14892,"6897","Victor Levin",5.2,2015,FALSE
"50 First Dates",6.8,291932,"5322","Peter Segal",6.5,2004,FALSE
"50 First Dates",6.6,46,"5322","Peter Segal",6.5,2004,FALSE
"52 Tuesdays",6.2,1186,"6282","Sophie Hyde",6,2015,FALSE
"54",5.8,29483,"4290","Mark Christopher",5.6,1998,FALSE
"5x2",6.7,8103,"2135","Francois Ozon",6.4,2004,FALSE
"6ixtynin9",7.2,1786,"5223","Pen-ek Ratanaruang",7.1,1999,FALSE
"7 Days in Entebbe",5.8,2248,"3515","Jose Padilha",5,2018,FALSE
"7 Minutes",6.6,195,"2916","Jay Martin",6.5,2015,FALSE
"7 Minutes",5,2050,"2916","Jay Martin",6.5,2015,FALSE
"7 Minutes",8.5,11,"2916","Jay Martin",6.5,2015,FALSE
"7 Minutes",6.7,308,"2916","Jay Martin",6.5,2015,FALSE
"71",8.4,5,"7091","Yann Demange",7,2014,FALSE
"71",7.2,43328,"7091","Yann Demange",7,2014,FALSE
"8 Mile",7.1,214773,"1390","Curtis Hanson",6.5,2002,FALSE
"8 Women",7.1,25936,"2136","Francois Ozon",6.9,2002,FALSE
"88 Minutes",5.9,69917,"3395","Jon Avnet",4,2008,FALSE
"9",7.8,4189,"6171","Shane Acker",7.1,2009,FALSE
"9",6.6,76,"6171","Shane Acker",7.1,2009,FALSE
"9",7.1,121051,"6171","Shane Acker",7.1,2009,FALSE
"9",7.7,1330,"6171","Shane Acker",7.1,2009,FALSE
"9",9.1,9,"6171","Shane Acker",7.1,2009,FALSE
"9",6.4,30515,"6171","Shane Acker",7.1,2009,FALSE
"9",5.5,71,"6171","Shane Acker",7.1,2009,FALSE
"9",6.3,67,"6171","Shane Acker",7.1,2009,FALSE
"9 Songs",4.8,19582,"4620","Michael Winterbottom",6,2005,FALSE
"99 Homes",7.1,24670,"5490","Ramin Bahrani",7.4,2014,FALSE
"A Bad Moms Christmas",5.5,22876,"3413","Jon Lucas & Scott Moore",4.2,2017,FALSE
"A Beautiful Mind",6.6,32,"5878","Ron Howard",6.5,2001,FALSE
"A Beautiful Mind",8.2,721469,"5878","Ron Howard",6.5,2001,FALSE
"A Better Life",6.6,55,"1181","Chris Weitz",7,2010,FALSE
"A Better Life",8.2,5,"1181","Chris Weitz",7,2010,FALSE
"A Better Life",6.1,15,"1181","Chris Weitz",7,2010,FALSE
"A Better Life",6.6,1465,"1181","Chris Weitz",7,2010,FALSE
"A Better Life",5.3,20,"1181","Chris Weitz",7,2010,FALSE
"A Better Life",7.2,14179,"1181","Chris Weitz",7,2010,FALSE
"A Better Life",8.7,20,"1181","Chris Weitz",7,2010,FALSE
"A Bigger Splash",5.5,263,"4103","Luca Guadagnino",6.6,2016,FALSE
"A Bigger Splash",6.4,19976,"4103","Luca Guadagnino",6.6,2016,FALSE
"A Birder's Guide to Everything",6.3,1846,"5683","Rob Meyer",6,2014,FALSE
"A Borrowed Identity",7.2,1452,"1961","Eran Riklis",6,2015,FALSE
"A Burning Hot Summer",5,1677,"5384","Philippe Garrel",6,2012,FALSE
"A Cat in Paris",7,9362,"2937","Jean-Loup Felicioli and Alain Gagnol",6,2012,FALSE
"A Ciambra",7.6,27,"3425","Jonas Carpignano",7,2017,FALSE
"A Ciambra",7,808,"3425","Jonas Carpignano",7,2017,FALSE
"A Cinderella Story",5.9,70931,"4321","Mark Rosman",4,2004,FALSE
"A Civil Action",6.5,24940,"6465","Steven Zaillian",6.6,1999,FALSE
"A Coffee in Berlin",7.4,12794,"2837","Jan Ole Gerster",5.5,2014,FALSE
"A Cure for Wellness",6.4,60408,"2372","Gore Verbinski",6.7,2017,FALSE
"A Dirty Shame",5.1,11323,"3364","John Waters",5,2004,FALSE
"A Dog's Purpose",6.9,44667,"3907","Lasse Hallstrom",5,2017,FALSE
"A Fantastic Woman",7.3,11870,"6129","Sebastian Lelio",7.1,2017,FALSE
"A Five Star Life",6.3,1964,"4263","Maria Sole Tognazzi",5.7,2014,FALSE
"A Gentle Creature",6.8,921,"6145","Sergei Loznitsa",7,2017,FALSE
"A Gentle Creature",7.7,1823,"6145","Sergei Loznitsa",7,2017,FALSE
"A Gentle Creature",6.2,14,"6145","Sergei Loznitsa",7,2017,FALSE
"A Ghost Story",6.9,35698,"1626","David Lowery",6.9,2017,FALSE
"A Ghost Story",7.4,52,"1626","David Lowery",6.9,2017,FALSE
"A Ghost Story",6.4,7,"1626","David Lowery",6.9,2017,FALSE
"A Girl Cut in Two",6.4,3231,"1284","Claude Chabrol",7,2007,FALSE
"A Girl Walks Home Alone at Night",7,24432,"312","Ana Lily Amirpour",7.1,2014,FALSE
"A Girl Walks Home Alone at Night",6.2,12,"312","Ana Lily Amirpour",7.1,2014,FALSE
"A Glimpse Inside the Mind of Charles Swan III",4.8,4380,"5869","Roman Coppola",6,2013,FALSE
"A Good Baby",6.9,302,"3697","Katherine Dieckmann",6.5,2000,FALSE
"A Good Day to Die Hard",5.3,180852,"3318","John Moore",4.7,2013,FALSE
"A Good Old Fashioned Orgy",6.2,19282,"201","Alex Gregory and Peter Huyck",5.5,2011,FALSE
"A Good Woman",6.5,10414,"4675","Mike Barker",4,2006,FALSE
"A Guide to Recognizing Your Saints",7,23413,"1797","Dito Montiel",6,2006,FALSE
"A Guy Thing",5.6,15335,"1148","Chris Koch",5,2003,FALSE
"A Hard Day",7.2,7173,"6139","Seong-hun Kim",7,2014,FALSE
"A Hard Day",9.5,6,"6139","Seong-hun Kim",7,2014,FALSE
"A Hijacking",7.2,14186,"6690","Tobias Lindholm",7,2012,FALSE
"A History of Violence",7.1,41,"1562","David Cronenberg",7,2005,FALSE
"A History of Violence",7.5,203568,"1562","David Cronenberg",7,2005,FALSE
"A History of Violence",7.2,5,"1562","David Cronenberg",7,2005,FALSE
"A Hole in My Heart",4.6,4449,"4128","Lukas Moodysson",6,2005,FALSE
"A Hole in My Heart",6.7,26,"4128","Lukas Moodysson",6,2005,FALSE
"A Hole in One",5.1,30,"5595","Richard Ledes",5,2005,FALSE
"A Hole in One",5.5,172,"5595","Richard Ledes",5,2005,FALSE
"A Hole in One",6.9,78,"5595","Richard Ledes",5,2005,FALSE
"A Hologram for the King",6.1,32321,"6772","Tom Tykwer",6.4,2016,FALSE
"A Home at the End of the World",6.8,12603,"4574","Michael Mayer",6,2004,FALSE
"A Kid Like Jake",4.6,285,"6235","Silas Howard",6,2018,FALSE
"A Knight's Tale",6.9,150895,"899","Brian Helgeland",5,2001,FALSE
"A Late Quartet",7.1,12472,"7094","Yaron Zilberman",6.4,2012,FALSE
"A Letter to Momo",7.3,4921,"2569","Hiroyuki Okiura",7,2011,FALSE
"A Little Bit of Heaven",6.9,23,"4913","Nicole Kassell",4.4,2012,FALSE
"A Little Bit of Heaven",6.3,17,"4913","Nicole Kassell",4.4,2012,FALSE
"A Little Bit of Heaven",6.3,25529,"4913","Nicole Kassell",4.4,2012,FALSE
"A Little Bit of Soul",5.7,319,"5276","Peter Duncan",4.5,1999,FALSE
"A Little Chaos",6.5,16626,"150","Alan Rickman",6,2015,FALSE
"A Little Game",7,81,"2033","Evan Oppenheimer",4.6,2014,FALSE
"A Little Game",6.3,396,"2033","Evan Oppenheimer",4.6,2014,FALSE
"A Little Help",5.4,35,"4618","Michael Weithorn",6,2011,FALSE
"A Little Help",5.7,2858,"4618","Michael Weithorn",6,2011,FALSE
"A Long Way Down",7.4,36,"5071","Pascal Chaumeil",4,2014,FALSE
"A Long Way Down",6.4,28096,"5071","Pascal Chaumeil",4,2014,FALSE
"A Lot Like Love",6.6,62556,"4918","Nigel Cole",6,2005,FALSE
"A Love Divided",6.9,287,"6504","Sydney Macartney",6,2001,FALSE
"A Lullaby to the Sorrowful Mystery",7.8,130,"3945","Lav Diaz",6.8,2016,FALSE
"A Marine Story",6.1,1943,"4830","Ned Farr",6.5,2010,FALSE
"A Matter of Taste",8.9,8,"739","Bernard Rapp",6.7,2001,FALSE
"A Matter of Taste",8.5,18,"739","Bernard Rapp",6.7,2001,FALSE
"A Matter of Taste",7,1477,"739","Bernard Rapp",6.7,2001,FALSE
"A Matter of Taste",8,37,"739","Bernard Rapp",6.7,2001,FALSE
"A Merry Friggin' Christmas",5.1,4991,"6827","Tristram Shapeero",4.5,2014,FALSE
"A Merry War",6.4,1195,"5719","Robert Bierman",5.7,1998,FALSE
"A Mighty Heart",6.7,25329,"3323","John Orloff",5,2007,FALSE
"A Mighty Heart",6.7,25329,"4621","Michael Winterbottom",6.7,2007,FALSE
"A Mighty Wind",7.3,23689,"1231","Christopher Guest",6.5,2003,FALSE
"A Million Ways to Die in the West",6.1,153272,"6157","Seth MacFarlane",6,2014,FALSE
"A Monster Calls",7.5,61965,"2679","JA Bayona",6,2016,FALSE
"A Most Violent Year",7,55669,"2928","JC Chandor",7.2,2014,FALSE
"A Most Wanted Man",6.8,64980,"527","Anton Corbijn",6,2014,FALSE
"A Night in Old Mexico",5.7,3051,"1947","Emilio Aragon",6,2014,FALSE
"A Novel Romance",6.4,1777,"284","Allie Dvorin",4.5,2011,FALSE
"A Novel Romance",4.7,155,"284","Allie Dvorin",4.5,2011,FALSE
"A Peck on the Cheek",8.5,5551,"4191","Mani Ratman",6.9,2002,FALSE
"A Perfect Getaway",6.5,61401,"1689","David Thowy",6.8,2009,FALSE
"A Picture of You",6.3,191,"2676","J. P. Chan",6,2014,FALSE
"A Prairie Home Companion",6.8,20575,"5708","Robert Altman",6,2006,FALSE
"A Promise",8.7,7,"5088","Patrice Leconte",5.5,2014,FALSE
"A Promise",5.7,3267,"5088","Patrice Leconte",5.5,2014,FALSE
"A Promise",7.5,107,"5088","Patrice Leconte",5.5,2014,FALSE
"A Promise",7.2,6,"5088","Patrice Leconte",5.5,2014,FALSE
"A Promise",6.9,97,"5088","Patrice Leconte",5.5,2014,FALSE
"A Promise",7.9,8,"5088","Patrice Leconte",5.5,2014,FALSE
"A Proper Violence",7.3,55,"1139","Chris Faulisi",4,2011,FALSE
"A Quiet Passion",6.6,3815,"6583","Terence Davies",7,2016,FALSE
"A Quiet Place",7.9,118155,"3280","John Krasinski",7,2018,FALSE
"A Quiet Place",7.1,21,"3280","John Krasinski",7,2018,FALSE
"A Quiet Place",7.3,14,"3280","John Krasinski",7,2018,FALSE
"A Real Young Girl",5.4,3020,"1049","Catherine Breillat",6.5,2001,FALSE
"A Royal Affair",5.1,12,"4940","Nikolaj Arcel",6,2012,FALSE
"A Royal Affair",5.5,106,"4940","Nikolaj Arcel",6,2012,FALSE
"A Royal Affair",7.6,39006,"4940","Nikolaj Arcel",6,2012,FALSE
"A Scanner Darkly",7.1,96906,"5600","Richard Linklater",5.7,2006,FALSE
"A Screaming Man",6.8,1310,"4167","Mahamat-Saleh Haroun",6.9,2011,FALSE
"A Secret",6.8,2758,"1292","Claude Miller",7,2007,FALSE
"A Secret",8.2,10,"1292","Claude Miller",7,2007,FALSE
"A Serbian Film",5.2,47509,"6306","Srdjan Spasojevic",6.9,2009,FALSE
"A Serbian Film",6.9,7,"6306","Srdjan Spasojevic",6.9,2009,FALSE
"A Serious Man",6.3,12,"1323","Coen Brothers",7,2009,FALSE
"A Serious Man",6.3,12,"3182","Joel Coen and Ethan Coen",6,2009,FALSE
"A Serious Man",7,114988,"1323","Coen Brothers",7,2009,FALSE
"A Serious Man",7,114988,"3182","Joel Coen and Ethan Coen",6,2009,FALSE
"A Short History of Decay",6,385,"4573","Michael Maren",6.5,2014,FALSE
"A Simple Life",7.6,4576,"465","Ann Hui",6.5,2011,FALSE
"A Simple Plan",7.5,55671,"5991","Sam Raimi",6.8,1998,FALSE
"A Simple Plan",9.3,10,"5991","Sam Raimi",6.8,1998,FALSE
"A Single Man",8.1,23,"6736","Tom Ford",6.7,2009,FALSE
"A Single Man",7.6,95749,"6736","Tom Ford",6.7,2009,FALSE
"A Single Shot",5.8,9334,"1669","David Rosenthal",4.5,2013,FALSE
"A Soldier's Daughter Never Cries",6.9,2150,"2767","James Ivory",5,1998,FALSE
"A Somewhat Gentle Man",6.9,6013,"2489","Hans Petter Moland",6.8,2011,FALSE
"A Song for Martin",7,1007,"788","Bille August",6.5,2002,FALSE
"A Sound of Thunder",4.2,17555,"5294","Peter Hyams",5,2005,FALSE
"A Tale of Love and Darkness",6,2584,"4817","Natalie Portman",6.5,2016,FALSE
"A Tale of Two Pizzas",6.3,126,"6913","Vincent Sassone",5,2005,FALSE
"A Teacher",4.8,3787,"2486","Hannah Fidell",4,2013,FALSE
"A Thousand Clouds of Peace",5.8,402,"3608","Julian Hernandez",6,2004,FALSE
"A Thousand Years of Good Prayers",6.7,985,"6959","Wayne Wang",6.5,2008,FALSE
"A United Kingdom",6.8,10412,"297","Amma Asante",6.5,2017,FALSE
"A Useful Life",6.5,531,"2061","Federico Veiroj",6.5,2011,FALSE
"A Very Harold & Kumar 3D Christmas",6.3,59996,"6727","Todd Strauss-Schulson",4,2011,FALSE
"A Very Long Engagement",7.7,66629,"2958","Jean-Pierre Jeunet",6,2004,FALSE
"A Wake in Providence",5.9,198,"5902","Rosario Roveto",5.5,2005,FALSE
"A Walk Among the Tombstones",6.5,99597,"6079","Scott Frank",6.9,2014,FALSE
"A Walk in the Woods",8.6,34,"3734","Ken Kwapis",6.8,2015,FALSE
"A Walk in the Woods",6.3,20254,"3734","Ken Kwapis",6.8,2015,FALSE
"A Wolf at the Door",7.4,2836,"2071","Fernando Coimbra",7.1,2013,FALSE
"A Woman in Berlin",7.1,5319,"4457","Max Farberbock",6.5,2009,FALSE
"A Woman, a Gun and a Noodle Shop",5.7,2641,"7161","Zhang Yimou",6.5,2010,FALSE
"A Wrinkle in Time",4.1,15954,"609","Ava DuVernay",6.6,2018,FALSE
"A Wrinkle in Time",5.7,1903,"609","Ava DuVernay",6.6,2018,FALSE
"A Year Without Love",6.3,601,"313","Anah<U+613C><U+3E31> Berneri",5,2006,FALSE
"A.C.O.D.",5.7,11746,"6478","Stuart Zicherman",4.5,2013,FALSE
"A.I.",7.1,264615,"6450","Steven Spielberg",6,2001,FALSE
"A.I.",5.5,5679,"6450","Steven Spielberg",6,2001,FALSE
"Aamir",7.8,8858,"5466","Raj Kumar",6,2008,FALSE
"Aamir",7.4,12,"5466","Raj Kumar",6,2008,FALSE
"Abandon",7.1,12,"6362","Stephen Gaghan",6.5,2002,FALSE
"Abandon",5.1,35,"6362","Stephen Gaghan",6.5,2002,FALSE
"Abandon",4.9,8473,"6362","Stephen Gaghan",6.5,2002,FALSE
"Abduction",3.7,326,"3345","John Singleton",6,2011,FALSE
"Abduction",5.1,1417,"3345","John Singleton",6,2011,FALSE
"Abduction",8,47,"3345","John Singleton",6,2011,FALSE
"Abduction",7.5,24,"3345","John Singleton",6,2011,FALSE
"Abduction",8.7,444,"3345","John Singleton",6,2011,FALSE
"Abduction",5.2,167,"3345","John Singleton",6,2011,FALSE
"Abduction",3.5,180,"3345","John Singleton",6,2011,FALSE
"Abduction",6.6,9,"3345","John Singleton",6,2011,FALSE
"Abduction",5.1,69974,"3345","John Singleton",6,2011,FALSE
"Abduction",6.1,7,"3345","John Singleton",6,2011,FALSE
"Abduction",3,55,"3345","John Singleton",6,2011,FALSE
"Abduction",6.5,20,"3345","John Singleton",6,2011,FALSE
"Abduction",5.2,230,"3345","John Singleton",6,2011,FALSE
"Abduction",5.9,656,"3345","John Singleton",6,2011,FALSE
"Abduction",6.6,29,"3345","John Singleton",6,2011,FALSE
"Abduction",8.2,5,"3345","John Singleton",6,2011,FALSE
"Abduction",8.6,14,"3345","John Singleton",6,2011,FALSE
"Abduction",8.3,53,"3345","John Singleton",6,2011,FALSE
"Abigail Harm",6.9,24,"3969","Lee Isaac Chung",6,2013,FALSE
"About Alex",6.4,6395,"3042","Jesse Zwick",5,2014,FALSE
"About Last Night",6.1,19891,"6409","Steve Pink",5,2014,FALSE
"About Last Night",7.9,51,"6409","Steve Pink",5,2014,FALSE
"About Last Night",8.9,2699,"6409","Steve Pink",5,2014,FALSE
"About Last Night",9,597,"6409","Steve Pink",5,2014,FALSE
"About Schmidt",7.2,114323,"223","Alexander Payne",7,2002,FALSE
"About Time",8.1,14,"5569","Richard Curtis",5,2013,FALSE
