"","director","name","score","year","foreign"
"2521","Hayao Miyazaki"," Spirited Away",6.8,2001,TRUE
"2522","Hayao Miyazaki","Howl's Moving Castle",7,2004,FALSE
"2523","Hayao Miyazaki","Ponyo",7.1,2008,FALSE
"2524","Hayao Miyazaki","The Wind Rises",6.5,2013,FALSE
"2525","Hector Babenco","Carandiru",7,2003,FALSE
"2526","Helen Hunt","Ride",4,2015,FALSE
"2527","Helen Hunt","Then She Found Me",5,2008,FALSE
"2528","Helen Lesnick","Inescapable",6,2004,FALSE
"2529","Helene Angel","Skin of Man, Heart of Beast",6.2,2002,FALSE
"2530","Helene Cattet and Bruno Forzani","Amer",6.9,2010,FALSE
"2531","Helene Cattet and Bruno Forzani","The Strange Color of Your Body's Tears",5.5,2014,FALSE
"2532","Henrik Ruben Genz"," Someone Like Hodder",7.4,2003,TRUE
"2533","Henrik Ruben Genz","Terribly Happy",7,2008,FALSE
"2534","Henrique Goldman","Princesa",6.1,2001,FALSE
"2535","Henry-Alex Rubin","Disconnect",6.9,2013,FALSE
"2536","Henry Barrial","Some Body",6.8,2002,FALSE
"2537","Henry Bean","Noise",5,2008,FALSE
"2538","Henry Bean","The Believer",7,2002,FALSE
"2539","Henry Bromell","Panic",6,2001,FALSE
"2540","Henry Hobson","Maggie",4,2015,FALSE
"2541","Henry Jaglom","Deja Vu",5.8,1998,FALSE
"2542","Henry Jaglom","Going Shopping",6,2005,FALSE
"2543","Henry Jaglom","Hollywood Dreams",6.5,2007,FALSE
"2544","Henry Jaglom","Queen of the Lot",6,2010,FALSE
"2545","Henry Joust","""Paranormal Activity 3""",4.5,2011,FALSE
"2546","Henry LeRoy Finch","Wake",5,2004,FALSE
"2547","Henry Selick","Coraline",7,2009,FALSE
"2548","Henry Selick","Monkeybone",6,2001,FALSE
"2549","Herman Yau: Ip Man","The Final Fight",5,2013,FALSE
"2550","Hernan Guerschuny","The Film Critic",6.4,2015,FALSE
"2551","Hideo Nakata","The Ring Two",4,2005,FALSE
"2552","Higuchinsky","Uzumaki",4,2002,FALSE
"2553","Hilary Birmingham","Tully",7,2002,FALSE
"2554","Hilary Brougher","Innocence",4.5,2014,FALSE
"2555","Hilary Brougher","Stephanie Daley",6,2007,FALSE
"2556","Hilary Brougher","The Sticky Fingers of Time",6,1999,FALSE
"2557","Hirokazu Kore-eda"," Like Father Like Son",7.2,2013,TRUE
"2558","Hirokazu Kore-eda","Afterlife",7.8,1998,FALSE
"2559","Hirokazu Kore-eda","Distance",6.9,2001,FALSE
"2560","Hirokazu Kore-eda","Hana",7,2006,FALSE
"2561","Hirokazu Kore-eda","Nobody Knows",7,2004,FALSE
"2562","Hirokazu Kore-eda","Our Little Sister",6.8,2015,FALSE
"2563","Hirokazu Kore-eda","Shoplifters",7.5,2018,FALSE
"2564","Hirokazu Kore-eda","Still Walking.",7,2008,FALSE
"2565","Hirokazu Kore-eda","The Third Murder",6.5,2017,FALSE
"2566","Hiromasa Yonebayashi","Mary and the Witch",6.9,2018,FALSE
"2567","Hiromasa Yonebayashi","The Secret World of Arrietty",6,2012,FALSE
"2568","Hiromasa Yonebayashi","When Marnie Was There",6.2,2015,FALSE
"2569","Hiroyuki Okiura","A Letter to Momo",7,2011,FALSE
"2570","Hitoshi Matsumoto","R100",5,2015,FALSE
"2571","Ho-cheung Pang","Women Who Flirt",5,2014,FALSE
"2572","Holly Angell Hardman","Besotted",6,2002,FALSE
"2573","Homi Adajania","Being Cyrus",6.5,2005,FALSE
"2574","Homi Adajania","Finding Fanny",5,2014,FALSE
"2575","Hong-jin Na","The Yellow Sea",7,2010,FALSE
"2576","Hong Khaou","Lilting",5,2014,FALSE
"2577","Hong Sang-soo"," Night and Day",5,2008,TRUE
"2578","Hong Sang-soo"," Virgin Stripped Bare by Her Bachelors",7.3,2000,TRUE
"2579","Hong Sang-soo"," Woman is the Future of Man",6.9,2004,TRUE
"2580","Hong Sang-soo","In Another Country",6,2012,FALSE
"2581","Hong Sang-soo","Night and Day",7,2008,FALSE
"2582","Hong Sang-soo","Oki's Movie",7.1,2010,FALSE
"2583","Hong Sang-soo","The Day He Arrives",6.7,2010,FALSE
"2584","Hong Sang-Soo","Turning Gate",6,2002,FALSE
"2585","Hossein Amini","The Two Faces of January",6.8,2014,FALSE
"2586","Hossein Keshavarz","Dog Sweat",6.5,2010,FALSE
"2587","Hou Hsiao-hsien","Cafe Lumiere",6,2005,FALSE
"2588","Hou Hsiao-hsien","Cafe` Lumiere",6,2004,FALSE
"2589","Hou Hsiao-hsien","Millennium Mambo",7,2001,FALSE
"2590","Hou Hsiao-hsien","The Flight of the Red Balloon",6.5,2007,FALSE
"2591","Hou Hsiao-hsien","Three Times",7,2006,FALSE
"2592","Howard Deutch","The Replacements",4,2000,FALSE
"2593","Howard Deutsch","The Whole Ten Yards",4.5,2004,FALSE
"2594","Howard Goldberg","Jake Squared",5.5,2014,FALSE
"2595","Hoyt Yeatman","G-Force",5,2009,FALSE
"2596","Hrvoje Hribar","What Is a Man Without a Mustache?",6,2006,FALSE
"2597","Hsiao-hsien Hou"," The Assassin",7.1,2015,TRUE
"2598","Huck Botko","Bad Johnson",6,2014,FALSE
"2599","Hue Rhodes","Saint John of Las Vegas",6,2010,FALSE
"2600","Hugh Hudson","I Dreamed Of Africa",5.4,2000,FALSE
"2601","Hugh Hudson","My Life So Far",6.4,1999,FALSE
"2602","Hugh Johnson","Chill Factor",4,1999,FALSE
